Class ID,Preferred_Label
HP:0007163,obsolete_Corticospinal_tract_disease_in_lower_limbs
HP:0007164,Slowed_slurred_speech
HP:0007165,Periventricular_heterotopia
HP:0007166,Paroxysmal_dyskinesia
HP:0007167,HP_0007167
HP:0007168,HP_0007168
HP:0007169,HP_0007169
HP:0007170,HP_0007170
HP:0007171,HP_0007171
HP:0007172,HP_0007172
HP:0007173,HP_0007173
HP:0007174,HP_0007174
HP:0007175,HP_0007175
HP:0007176,HP_0007176
HP:0007177,HP_0007177
HP:0007178,Motor_polyneuropathy
HP:0007179,Absent_smooth_pursuit
HP:0007180,HP_0007180
HP:0007181,Interosseus_muscle_atrophy
HP:0007182,Peripheral_hypomyelination
HP:0007183,Focal_T2_hyperintense_basal_ganglia_lesion
HP:0007184,HP_0007184
HP:0007185,Loss_of_consciousness
HP:0007186,HP_0007186
HP:0007187,Focal_lissencephaly
HP:0007188,Congenital_facial_diplegia
HP:0007189,HP_0007189
HP:0007190,Neuronal_loss_in_the_cerebral_cortex
HP:0007191,HP_0007191
HP:0007192,HP_0007192
HP:0007193,Bilateral_tonic_clonic_seizure_on_awakening
HP:0007194,HP_0007194
HP:0007195,HP_0007195
HP:0007196,HP_0007196
HP:0007197,HP_0007197
HP:0007198,HP_0007198
HP:0007199,Progressive_spastic_paraparesis
HP:0007200,Episodic_hypersomnia
HP:0007201,Cerebral_artery_atherosclerosis
HP:0007202,HP_0007202
HP:0007203,HP_0007203
HP:0007204,Diffuse_white_matter_abnormalities
HP:0007205,HP_0007205
HP:0007206,Hemimegalencephaly
HP:0007207,Photosensitive_tonic_clonic_seizure
HP:0007208,Irregular_myelin_loops
HP:0007209,Facial_paralysis
HP:0007210,Lower_limb_amyotrophy
HP:0007211,HP_0007211
HP:0007212,HP_0007212
HP:0007213,HP_0007213
HP:0007214,HP_0007214
HP:0007215,Periodic_hyperkalemic_paralysis
HP:0007216,HP_0007216
HP:0007217,HP_0007217
HP:0007218,HP_0007218
HP:0007219,HP_0007219
HP:0007220,Demyelinating_motor_neuropathy
HP:0007221,Progressive_truncal_ataxia
HP:0007222,HP_0007222
HP:0007223,HP_0007223
HP:0007224,HP_0007224
HP:0007225,HP_0007225
HP:0007226,HP_0007226
HP:0007227,Macrogyria
HP:0007228,HP_0007228
HP:0007229,Intracerebral_periventricular_calcifications
HP:0007230,Decreased_distal_sensory_nerve_action_potential
HP:0007231,HP_0007231
HP:0007232,Spinocerebellar_tract_disease_in_lower_limbs
HP:0007233,Clusters_of_axonal_regeneration
HP:0007234,HP_0007234
HP:0007235,HP_0007235
HP:0007236,Recurrent_subcortical_infarcts
HP:0007237,HP_0007237
HP:0007238,Nonarteriosclerotic_cerebral_calcification
HP:0007239,Congenital_encephalopathy
HP:0007240,Progressive_gait_ataxia
HP:0007241,HP_0007241
HP:0007242,HP_0007242
HP:0007243,HP_0007243
HP:0007244,HP_0007244
HP:0007245,HP_0007245
HP:0007246,HP_0007246
HP:0007247,HP_0007247
HP:0007248,HP_0007248
HP:0007249,Decreased_number_of_small_peripheral_myelinated_nerve_fibers
HP:0007250,Recurrent_external_ophthalmoplegia
HP:0007251,HP_0007251
HP:0007252,HP_0007252
HP:0007253,HP_0007253
HP:0007254,HP_0007254
HP:0007255,HP_0007255
HP:0007256,Abnormal_pyramidal_sign
HP:0007257,HP_0007257
HP:0007258,Severe_demyelination_of_the_white_matter
HP:0007259,HP_0007259
HP:0007260,Type_II_lissencephaly
HP:0007261,HP_0007261
HP:0007262,Symmetric_peripheral_demyelination
HP:0007263,Spinocerebellar_atrophy
HP:0007264,HP_0007264
HP:0007265,Absent_mesencephalon
HP:0007266,Cerebral_dysmyelination
HP:0007267,Chronic_axonal_neuropathy
HP:0007268,Aprosencephaly
HP:0007269,Spinal_muscular_atrophy
HP:0007270,Atypical_absence_seizure
HP:0007271,Occipital_myelomeningocele
HP:0007272,Progressive_psychomotor_deterioration
HP:0007273,HP_0007273
HP:0007274,Recurrent_bacterial_meningitis
HP:0007275,HP_0007275
HP:0007276,HP_0007276
HP:0007277,Paucity_of_anterior_horn_motor_neurons
HP:0007278,HP_0007278
HP:0007279,HP_0007279
HP:0007280,Acute_infantile_spinal_muscular_atrophy
HP:0007281,Developmental_stagnation
HP:0007282,HP_0007282
HP:0007283,HP_0007283
HP:0007284,HP_0007284
HP:0007285,Facial_palsy_secondary_to_cranial_hyperostosis
HP:0007286,Horizontal_jerk_nystagmus
HP:0007287,HP_0007287
HP:0007288,HP_0007288
HP:0007289,Limb_fasciculations
HP:0007290,HP_0007290
HP:0007291,Posterior_fossa_cyst
HP:0007292,HP_0007292
HP:0007293,Anterior_sacral_meningocele
HP:0007294,HP_0007294
HP:0007295,Chaotic_rapid_conjugate_ocular_movements
HP:0007296,HP_0007296
HP:0007297,HP_0007297
HP:0007298,HP_0007298
HP:0007299,Dysfunction_of_lateral_corticospinal_tracts
HP:0007300,HP_0007300
HP:0007301,Oromotor_apraxia
HP:0007302,Bipolar_affective_disorder
HP:0007303,HP_0007303
HP:0007304,HP_0007304
HP:0007305,CNS_demyelination
HP:0007306,HP_0007306
HP:0007307,Rapid_neurologic_deterioration
HP:0007308,Extrapyramidal_dyskinesia
HP:0007309,HP_0007309
HP:0007310,HP_0007310
HP:0007311,Short_stepped_shuffling_gait
HP:0007312,HP_0007312
HP:0007313,Cerebral_degeneration
HP:0007314,obsolete_White_matter_neuronal_heterotopia
HP:0007315,HP_0007315
HP:0007316,obsolete_Involuntary_writhing_movements
HP:0007317,HP_0007317
HP:0007318,HP_0007318
HP:0007319,HP_0007319
HP:0007320,HP_0007320
HP:0007321,Deep_white_matter_hypodensities
HP:0007322,HP_0007322
HP:0007323,HP_0007323
HP:0007324,HP_0007324
HP:0007325,Generalized_dystonia
HP:0007326,Progressive_choreoathetosis
HP:0007327,Mixed_demyelinating_and_axonal_polyneuropathy
HP:0007328,Impaired_pain_sensation
HP:0007329,HP_0007329
HP:0007330,Frontal_encephalocele
HP:0007331,HP_0007331
HP:0007332,Focal_hemifacial_clonic_seizure
HP:0007333,Hypoplasia_of_the_frontal_lobes
HP:0007334,Bilateral_tonic_clonic_seizure_with_focal_onset
HP:0007335,Recurrent_encephalopathy
HP:0007336,HP_0007336
HP:0007337,HP_0007337
HP:0007338,Hypermetric_saccades
HP:0007339,HP_0007339
HP:0007340,Lower_limb_muscle_weakness
HP:0007341,Diffuse_swelling_of_cerebral_white_matter
HP:0007342,HP_0007342
HP:0007343,Abnormal_morphology_of_the_limbic_system
HP:0007344,Atrophy_Degeneration_involving_the_spinal_cord
HP:0007345,HP_0007345
HP:0007346,Subcortical_white_matter_calcifications
HP:0007347,HP_0007347
HP:0007348,Hypoplasia_of_the_pyramidal_tract
HP:0007349,HP_0007349
HP:0007350,Hyperreflexia_in_upper_limbs
HP:0007351,Upper_limb_postural_tremor
HP:0007352,Cerebellar_calcifications
HP:0007353,HP_0007353
HP:0007354,Amyotrophic_lateral_sclerosis
HP:0007355,HP_0007355
HP:0007356,HP_0007356
HP:0007357,HP_0007357
HP:0007358,HP_0007358
HP:0007359,Focal_onset_seizure
HP:0007360,Aplasia_Hypoplasia_of_the_cerebellum
HP:0007361,Abnormal_pons_morphology
HP:0007362,Aplasia_Hypoplasia_of_the_brainstem
HP:0007363,Aplasia_Hypoplasia_of_the_pyramidal_tract
HP:0007364,Aplasia_Hypoplasia_of_the_cerebrum
HP:0007365,Aplasia_Hypoplasia_involving_the_corticospinal_tracts
HP:0007366,Atrophy_Degeneration_affecting_the_brainstem
HP:0007367,Atrophy_Degeneration_affecting_the_central_nervous_system
HP:0007368,HP_0007368
HP:0007369,Atrophy_Degeneration_affecting_the_cerebrum
HP:0007370,Aplasia_Hypoplasia_of_the_corpus_callosum
HP:0007371,Corpus_callosum_atrophy
HP:0007372,Atrophy_Degeneration_involving_the_corticospinal_tracts
HP:0007373,Motor_neuron_atrophy
HP:0007374,Atrophy_Degeneration_involving_the_caudate_nucleus
HP:0007375,Abnormal_septum_pellucidum_morphology
HP:0007376,Abnormal_choroid_plexus_morphology
HP:0007377,Abnormality_of_somatosensory_evoked_potentials
HP:0007378,Neoplasm_of_the_gastrointestinal_tract
HP:0007379,Neoplasm_of_the_genitourinary_tract
HP:0007380,Facial_telangiectasia
HP:0007381,Congenital_exfoliative_erythroderma
HP:0007382,HP_0007382
HP:0007383,Congenital_localized_absence_of_skin
HP:0007384,Aberrant_melanosome_maturation
HP:0007385,Aplasia_cutis_congenita_of_scalp
HP:0007386,HP_0007386
HP:0007387,Hypoplastic_sweat_glands
HP:0007388,HP_0007388
HP:0007389,HP_0007389
HP:0007390,Hyperkeratosis_with_erythema
HP:0007391,HP_0007391
HP:0007392,Excessive_wrinkled_skin
HP:0007393,HP_0007393
HP:0007394,Prominent_superficial_blood_vessels
HP:0007395,Postnatal_onset_ichthyosiform_erythroderma
HP:0007396,Early_cutaneous_photosensitivity
HP:0007397,Axillary_apocrine_gland_hypoplasia
HP:0007398,Asymmetric_linear_skin_defects
HP:0007399,HP_0007399
HP:0007400,Irregular_hyperpigmentation
HP:0007401,Macular_atrophy
HP:0007402,Areas_of_hypopigmentation_and_hyperpigmentation_that_do_not_follow_Blaschko_lines
HP:0007403,Hypertrophy_of_skin_of_soles
HP:0007404,Nonepidermolytic_palmoplantar_hyperkeratosis
HP:0007405,HP_0007405
HP:0007406,Hyperpigmentation_of_eyelids
HP:0007407,Excessive_skin_wrinkling_on_dorsum_of_hands_and_fingers
HP:0007408,Tegumentary_leishmaniasis_susceptibility
HP:0007409,obsolete_Absence_of_subcutaneous_fat_over_entire_body_except_buttocks_hips_and_thighs
HP:0007410,Palmoplantar_hyperhidrosis
HP:0007411,Hypoplastic_absent_sebaceous_glands
HP:0007412,Macular_hyperpigmented_dermopathy
HP:0007413,Nevus_flammeus_of_the_forehead
HP:0007414,Neonatal_wrinkled_skin_of_hands_and_feet
HP:0007415,HP_0007415
HP:0007416,HP_0007416
HP:0007417,Discoid_lupus_rash
HP:0007418,Alopecia_totalis
HP:0007419,HP_0007419
HP:0007420,Spontaneous_hematomas
HP:0007421,Telangiectases_of_the_cheeks
HP:0007422,HP_0007422
HP:0007423,HP_0007423
HP:0007424,HP_0007424
HP:0007425,Hyperextensible_skin_of_face
HP:0007426,HP_0007426
HP:0007427,Reticulated_skin_pigmentation
HP:0007428,Telangiectasia_of_the_oral_mucosa
HP:0007429,Few_cafe_au_lait_spots
HP:0007430,Generalized_edema
HP:0007431,Congenital_ichthyosiform_erythroderma
HP:0007432,Intermittent_generalized_erythematous_papular_rash
HP:0007433,HP_0007433
HP:0007434,Plaque_like_facial_hemangioma
HP:0007435,obsolete_Diffuse_palmoplantar_keratoderma
HP:0007436,Hair_nail_ectodermal_dysplasia
HP:0007437,Multiple_cutaneous_leiomyomas
HP:0007438,Mottled_pigmentation_of_the_trunk_and_proximal_extremities
HP:0007439,Generalized_keratosis_follicularis
HP:0007440,Generalized_hyperpigmentation
HP:0007441,Hyperpigmented_hypopigmented_macules
HP:0007442,HP_0007442
HP:0007443,Partial_albinism
HP:0007444,HP_0007444
HP:0007445,HP_0007445
HP:0007446,Palmoplantar_blistering
HP:0007447,Diffuse_palmoplantar_hyperkeratosis
HP:0007448,Hyperkeratosis_over_edematous_areas
HP:0007449,Confetti_like_hypopigmented_macules
HP:0007450,Increased_groin_pigmentation_with_raindrop_depigmentation
HP:0007451,Ipsilateral_lack_of_facial_sweating
HP:0007452,Midface_capillary_hemangioma
HP:0007453,Flexural_lichenification
HP:0007454,HP_0007454
HP:0007455,Adermatoglyphia
HP:0007456,Progressive_reticulate_hyperpigmentation
HP:0007457,Prominent_veins_on_trunk
HP:0007458,Focal_hyperextensible_skin
HP:0007459,Generalized_anhidrosis
HP:0007460,Autoamputation_of_digits
HP:0007461,Hemangiomatosis
HP:0007462,Bitot_spots_of_the_conjunctiva
HP:0007463,HP_0007463
HP:0007464,Sparse_facial_hair
HP:0007465,Honeycomb_palmoplantar_hyperkeratosis
HP:0007466,Midfrontal_capillary_hemangioma
HP:0007467,HP_0007467
HP:0007468,Perifollicular_hyperkeratosis
HP:0007469,Palmoplantar_cutis_gyrata
HP:0007470,Periarticular_subcutaneous_nodules
HP:0007471,Axillary_and_groin_hyperpigmentation_and_hypopigmentation
HP:0007472,HP_0007472
HP:0007473,Crusting_erythematous_dermatitis
HP:0007474,HP_0007474
HP:0007475,Congenital_bullous_ichthyosiform_erythroderma
HP:0007476,Anhidrotic_ectodermal_dysplasia
HP:0007477,Abnormal_dermatoglyphics
HP:0007478,HP_0007478
HP:0007479,Congenital_nonbullous_ichthyosiform_erythroderma
HP:0007480,Decreased_sweating_due_to_autonomic_dysfunction
HP:0007481,Hyperpigmented_nevi
HP:0007482,Generalized_papillary_lesions
HP:0007483,Depigmentation_hyperpigmentation_of_skin
HP:0007484,HP_0007484
HP:0007485,Absence_of_subcutaneous_fat
HP:0007486,Cavernous_hemangioma_of_the_face
HP:0007487,HP_0007487
HP:0007488,Diffuse_skin_atrophy
HP:0007489,Diffuse_telangiectasia
HP:0007490,Linear_arrays_of_macular_hyperkeratoses_in_flexural_areas
HP:0007491,HP_0007491
HP:0007492,HP_0007492
HP:0007493,HP_0007493
HP:0007494,Discrete_2_to_5_mm_hyper__and_hypopigmented_macules
HP:0007495,Prematurely_aged_appearance
HP:0007496,HP_0007496
HP:0007497,Focal_friction_related_palmoplantar_hyperkeratosis
HP:0007498,HP_0007498
HP:0007499,Recurrent_staphylococcal_infections
HP:0007500,Decreased_number_of_sweat_glands
HP:0007501,Streaks_of_hyperkeratosis_along_each_finger_onto_the_palm
HP:0007502,Follicular_hyperkeratosis
HP:0007503,Generalized_ichthyosis
HP:0007504,Diffuse_slow_skin_atrophy
HP:0007505,Progressive_hyperpigmentation
HP:0007506,Congenital_absence_of_skin_of_limbs
HP:0007507,HP_0007507
HP:0007508,Punctate_palmar_hyperkeratosis
HP:0007509,Patchy_hypo__and_hyperpigmentation
HP:0007510,Focal_dermal_aplasia_hypoplasia
HP:0007511,Mottled_pigmentation_of_photoexposed_areas
HP:0007512,HP_0007512
HP:0007513,Generalized_hypopigmentation
HP:0007514,Edema_of_the_dorsum_of_hands
HP:0007515,Hypoplastic_pilosebaceous_units
HP:0007516,Redundant_skin_on_fingers
HP:0007517,Palmoplantar_cutis_laxa
HP:0007518,HP_0007518
HP:0007519,obsolete_Lack_of_subcutaneous_fatty_tissue
HP:0007520,HP_0007520
HP:0007521,Irregular_hyperpigmentation_of_back
HP:0007522,Increased_number_of_skin_folds
HP:0007523,HP_0007523
HP:0007524,Atypical_neurofibromatosis
HP:0007525,Yellow_subcutaneous_tissue_covered_by_thin_scaly_skin
HP:0007526,Hypopigmented_skin_patches_on_arms
HP:0007527,HP_0007527
HP:0007528,HP_0007528
HP:0007529,Hidrotic_ectodermal_dysplasia
HP:0007530,Punctate_palmoplantar_hyperkeratosis
HP:0007531,HP_0007531
HP:0007532,HP_0007532
HP:0007533,HP_0007533
HP:0007534,Congenital_posterior_occipital_alopecia
HP:0007535,Hypopigmented_streaks
HP:0007536,Aplasia_cutis_congenita_of_midline_scalp_vertex
HP:0007537,Severe_photosensitivity
HP:0007538,HP_0007538
HP:0007539,HP_0007539
HP:0007540,HP_0007540
HP:0007541,Frontal_cutaneous_lipoma
HP:0007542,Absent_pigmentation_of_the_ventral_chest
HP:0007543,Epidermal_hyperkeratosis
HP:0007544,Piebaldism
HP:0007545,Congenital_palmoplantar_hyperkeratosis
HP:0007546,Linear_hyperpigmentation
HP:0007547,HP_0007547
HP:0007548,obsolete_Palmoplantar_keratosis_with_erythema_and_scale
HP:0007549,Desquamation_of_skin_soon_after_birth
HP:0007550,Hypohidrosis_or_hyperhidrosis
HP:0007551,HP_0007551
HP:0007552,Abnormal_subcutaneous_fat_tissue_distribution
HP:0007553,Congenital_symmetrical_palmoplantar_keratosis
HP:0007554,Confetti_hypopigmentation_pattern_of_lower_leg_skin
HP:0007555,HP_0007555
HP:0007556,Plantar_hyperkeratosis
HP:0007557,HP_0007557
HP:0007558,HP_0007558
HP:0007559,Localized_epidermolytic_hyperkeratosis
HP:0007560,Unusual_dermatoglyphics
HP:0007561,obsolete_Telangiectases_in_sun_exposed_and_nonexposed_skin
HP:0007562,HP_0007562
HP:0007563,HP_0007563
HP:0007564,HP_0007564
HP:0007565,Multiple_cafe_au_lait_spots
HP:0007566,Index_finger_dermatoglyphic_radial_loop
HP:0007567,HP_0007567
HP:0007568,HP_0007568
HP:0007569,Generalized_seborrheic_dermatitis
HP:0007570,Hyperkeratosis_lenticularis_perstans
HP:0007571,HP_0007571
HP:0007572,Hyperpigmented_streaks
HP:0007573,Late_onset_atopic_dermatitis
HP:0007574,Generalized_bronze_hyperpigmentation
HP:0007575,HP_0007575
HP:0007576,Palmar_neurofibromas
HP:0007577,HP_0007577
HP:0007578,HP_0007578
HP:0007579,HP_0007579
HP:0007580,HP_0007580
HP:0007581,Mediosternal_longitudinal_streak_of_hypopigmentation
HP:0007582,HP_0007582
HP:0007583,Telangiectasia_macularis_eruptiva_perstans
HP:0007584,HP_0007584
HP:0007585,Skin_fragility_with_non_scarring_blistering
HP:0007586,Telangiectases_producing__marbled__skin
HP:0007587,Numerous_pigmented_freckles
HP:0007588,Reticular_hyperpigmentation
HP:0007589,Aplasia_cutis_congenita_on_trunk_or_limbs
HP:0007590,Aplasia_cutis_congenita_over_posterior_parietal_area
HP:0007591,HP_0007591
HP:0007592,Aplasia_Hypoplastia_of_the_eccrine_sweat_glands
HP:0007593,HP_0007593
HP:0007594,HP_0007594
HP:0007595,Redundant_skin_in_infancy
HP:0007596,Painful_subcutaneous_lipomas
HP:0007597,obsolete_Congenital_palmoplantar_keratodermia
HP:0007598,Bilateral_single_transverse_palmar_creases
HP:0007599,Generalized_reticulate_brown_pigmentation
HP:0007600,HP_0007600
HP:0007601,Midline_facial_capillary_hemangioma
HP:0007602,Complex_palmar_dermatoglyphic_pattern
HP:0007603,Freckles_in_sun_exposed_areas
HP:0007604,HP_0007604
HP:0007605,Excessive_wrinkling_of_palmar_skin
HP:0007606,Multiple_cutaneous_malignancies
HP:0007607,Hypohidrotic_ectodermal_dysplasia
HP:0007608,Abnormal_palmar_dermal_ridges
HP:0007609,Hypoproteinemic_edema
HP:0007610,Blotching_pigmentation_of_the_skin
HP:0007611,HP_0007611
HP:0007612,HP_0007612
HP:0007613,Spinous_keratoses_of_palms_and_soles
HP:0007614,HP_0007614
HP:0007615,HP_0007615
HP:0007616,Nevus_flammeus_nuchae
HP:0007617,Fine_reticulate_skin_pigmentation
HP:0007618,Subcutaneous_calcification
HP:0007619,HP_0007619
HP:0007620,Cutaneous_leiomyoma
HP:0007621,Telangiectasia_of_extensor_surfaces
HP:0007622,HP_0007622
HP:0007623,Pigmentation_anomalies_of_sun_exposed_skin
HP:0007624,HP_0007624
HP:0007625,HP_0007625
HP:0007626,Mandibular_osteomyelitis
HP:0007627,Mandibular_condyle_aplasia
HP:0007628,Mandibular_condyle_hypoplasia
HP:0007629,HP_0007629
HP:0007630,HP_0007630
HP:0007631,HP_0007631
HP:0007632,HP_0007632
HP:0007633,Bilateral_microphthalmos
HP:0007634,Nonarteritic_anterior_ischemic_optic_neuropathy
HP:0007635,HP_0007635
HP:0007636,HP_0007636
HP:0007637,HP_0007637
HP:0007638,HP_0007638
HP:0007639,HP_0007639
HP:0007640,HP_0007640
HP:0007641,Dyschromatopsia
HP:0007642,Congenital_stationary_night_blindness
HP:0007643,Peripheral_tractional_retinal_detachment
HP:0007644,HP_0007644
HP:0007645,HP_0007645
HP:0007646,Absent_lower_eyelashes
HP:0007647,Congenital_extraocular_muscle_anomaly
HP:0007648,Punctate_cataract
HP:0007649,Congenital_hypertrophy_of_retinal_pigment_epithelium
HP:0007650,Progressive_ophthalmoplegia
HP:0007651,Ectropion_of_lower_eyelids
HP:0007652,HP_0007652
HP:0007653,HP_0007653
HP:0007654,obsolete_Retinal_striation
HP:0007655,Eversion_of_lateral_third_of_lower_eyelids
HP:0007656,Lacrimal_gland_aplasia
HP:0007657,Diffuse_nuclear_cataract
HP:0007658,Large_hyperpigmented_retinal_spots
HP:0007659,obsolete_Decreased_retinal_pigmentation_with_dispersion
HP:0007660,HP_0007660
HP:0007661,Abnormality_of_chorioretinal_pigmentation
HP:0007662,HP_0007662
HP:0007663,Reduced_visual_acuity
HP:0007664,HP_0007664
HP:0007665,Curly_eyelashes
HP:0007666,HP_0007666
HP:0007667,Peripheral_cystoid_retinal_degeneration
HP:0007668,Impaired_pursuit_initiation_and_maintenance
HP:0007669,HP_0007669
HP:0007670,Abnormal_vestibulo_ocular_reflex
HP:0007671,HP_0007671
HP:0007672,HP_0007672
HP:0007673,HP_0007673
HP:0007674,HP_0007674
HP:0007675,Progressive_night_blindness
HP:0007676,Hypoplasia_of_the_iris
HP:0007677,Vitelliform_like_macular_lesions
HP:0007678,Lacrimal_duct_stenosis
HP:0007679,HP_0007679
HP:0007680,Depigmented_fundus
HP:0007681,HP_0007681
HP:0007682,HP_0007682
HP:0007683,HP_0007683
HP:0007684,HP_0007684
HP:0007685,Peripheral_retinal_avascularization
HP:0007686,Abnormal_pupillary_function
HP:0007687,Unilateral_ptosis
HP:0007688,Undetectable_light__and_dark_adapted_electroretinogram
HP:0007689,HP_0007689
HP:0007690,Map_dot_fingerprint_corneal_dystrophy
HP:0007691,obsolete_Short_curly_eyelashes
HP:0007692,obsolete_Nonnuclear_polymorphic_congenital_cataract
HP:0007693,HP_0007693
HP:0007694,HP_0007694
HP:0007695,Abnormal_pupillary_light_reflex
HP:0007696,HP_0007696
HP:0007697,Hypoplasia_of_the_lower_eyelids
HP:0007698,obsolete_Retinal_pigment_epithelial_atrophy
HP:0007699,HP_0007699
HP:0007700,Ocular_anterior_segment_dysgenesis
HP:0007701,HP_0007701
HP:0007702,obsolete_Pigmentary_retinal_deposits
HP:0007703,Abnormality_of_retinal_pigmentation
HP:0007704,Paroxysmal_involuntary_eye_movements
HP:0007705,Corneal_degeneration
HP:0007706,HP_0007706
HP:0007707,Congenital_aphakia
HP:0007708,Absent_inner_eyelashes
HP:0007709,Band_shaped_corneal_dystrophy
HP:0007710,Peripheral_vitreous_opacities
HP:0007711,HP_0007711
HP:0007712,obsolete_Choroidal_dystrophy
HP:0007713,obsolete_Juvenile_zonular_cataracts
HP:0007714,HP_0007714
HP:0007715,Weak_extraocular_muscles
HP:0007716,Uveal_melanoma
HP:0007717,Chronic_irritative_conjunctivitis
HP:0007718,HP_0007718
HP:0007719,HP_0007719
HP:0007720,Flat_cornea
HP:0007721,Saccular_conjunctival_dilatations
HP:0007722,Retinal_pigment_epithelial_atrophy
HP:0007723,HP_0007723
HP:0007724,HP_0007724
HP:0007725,HP_0007725
HP:0007726,HP_0007726
HP:0007727,Opacification_of_the_corneal_epithelium
HP:0007728,Congenital_miosis
HP:0007729,HP_0007729
HP:0007730,Iris_hypopigmentation
HP:0007731,Chorioretinal_dysplasia
HP:0007732,Lacrimal_gland_hypoplasia
HP:0007733,Laterally_curved_eyebrow
HP:0007734,Enlarged_lacrimal_glands
HP:0007735,HP_0007735
HP:0007736,obsolete_Pericentral_retinal_dystrophy
HP:0007737,Bone_spicule_pigmentation_of_the_retina
HP:0007738,Uncontrolled_eye_movements
HP:0007739,obsolete_Mildly_reduced_visual_acuity
HP:0007740,Long_eyelashes_in_irregular_rows
HP:0007741,HP_0007741
HP:0007742,HP_0007742
HP:0007743,HP_0007743
HP:0007744,obsolete_Iridoretinal_coloboma
HP:0007745,HP_0007745
HP:0007746,HP_0007746
HP:0007747,Monocular_horizontal_nystagmus
HP:0007748,obsolete_Irido_fundal_coloboma
HP:0007749,HP_0007749
HP:0007750,Hypoplasia_of_the_fovea
HP:0007751,HP_0007751
HP:0007752,HP_0007752
HP:0007753,HP_0007753
HP:0007754,Macular_dystrophy
HP:0007755,Juvenile_epithelial_corneal_dystrophy
HP:0007756,obsolete_Slitlike_anterior_chamber_angles_in_children
HP:0007757,obsolete_Hypoplasia_of_choroid
HP:0007758,obsolete_Congenital_visual_impairment
HP:0007759,Opacification_of_the_corneal_stroma
HP:0007760,Crystalline_corneal_dystrophy
HP:0007761,Pericentral_scotoma
HP:0007762,HP_0007762
HP:0007763,Retinal_telangiectasia
HP:0007764,HP_0007764
HP:0007765,Deep_anterior_chamber
HP:0007766,Optic_disc_hypoplasia
HP:0007767,HP_0007767
HP:0007768,Central_retinal_vessel_vascular_tortuosity
HP:0007769,Peripheral_retinal_degeneration
HP:0007770,Hypoplasia_of_the_retina
HP:0007771,HP_0007771
HP:0007772,Impaired_smooth_pursuit
HP:0007773,Vitreoretinopathy
HP:0007774,Hypoplasia_of_the_ciliary_body
HP:0007775,HP_0007775
HP:0007776,Sparse_lower_eyelashes
HP:0007777,Chorioretinal_scar
HP:0007778,Posterior_retinal_neovascularization
HP:0007779,Anterior_segment_of_eye_aplasia
HP:0007780,Cortical_pulverulent_cataract
HP:0007781,HP_0007781
HP:0007782,obsolete_Peripheral_retinal_cone_degeneration
HP:0007783,obsolete_Butterfly_retinal_pigment_epithelial_dystrophy
HP:0007784,HP_0007784
HP:0007785,HP_0007785
HP:0007786,obsolete_Lacunar_retinal_depigmentation
HP:0007787,Posterior_subcapsular_cataract
HP:0007788,HP_0007788
HP:0007789,HP_0007789
HP:0007790,HP_0007790
HP:0007791,Patchy_atrophy_of_the_retinal_pigment_epithelium
HP:0007792,Microsaccadic_pursuit
HP:0007793,Granular_macular_appearance
HP:0007794,HP_0007794
HP:0007795,Anterior_cortical_cataract
HP:0007796,HP_0007796
HP:0007797,Retinal_vascular_malformation
HP:0007798,obsolete_Foveal_dystrophy
HP:0007799,Conjunctival_whitish_salt_like_deposits
HP:0007800,Increased_axial_length_of_the_globe
HP:0007801,obsolete_Fishnet_retinal_pigmentation
HP:0007802,Granular_corneal_dystrophy
HP:0007803,Monochromacy
HP:0007804,HP_0007804
HP:0007805,HP_0007805
HP:0007806,HP_0007806
HP:0007807,Optic_nerve_compression
HP:0007808,obsolete_Bilateral_retinal_coloboma
HP:0007809,Punctate_corneal_dystrophy
HP:0007810,obsolete_Progressive_bifocal_chorioretinal_atrophy
HP:0007811,Horizontal_pendular_nystagmus
HP:0007812,Herpetiform_corneal_ulceration
HP:0007813,Nongranulomatous_uveitis
HP:0007814,Retinal_pigment_epithelial_mottling
HP:0007815,Abnormal_distribution_of_retinal_arterioles_and_venules
HP:0007816,HP_0007816
HP:0007817,Horizontal_supranuclear_gaze_palsy
HP:0007818,Central_heterochromia
HP:0007819,Presenile_cataracts
HP:0007820,Lacrimal_punctal_atresia
HP:0007821,HP_0007821
HP:0007822,Central_retinal_exudate
HP:0007823,HP_0007823
HP:0007824,Total_ophthalmoplegia
HP:0007825,obsolete_Cataracts_develop_in_second_or_third_decade
HP:0007826,HP_0007826
HP:0007827,Nodular_corneal_dystrophy
HP:0007828,HP_0007828
HP:0007829,obsolete_Diffuse_retinal_cone_degeneration
HP:0007830,Adult_onset_night_blindness
HP:0007831,Nonprogressive_restrictive_external_ophthalmoplegia
HP:0007832,Pigmentation_of_the_sclera
HP:0007833,Anterior_chamber_synechiae
HP:0007834,Progressive_cataract
HP:0007835,S_shaped_palpebral_fissures
HP:0007836,Mosaic_corneal_dystrophy
HP:0007837,HP_0007837
HP:0007838,Progressive_ptosis
HP:0007839,HP_0007839
HP:0007840,Long_upper_eyelashes
HP:0007841,Amyloid_deposition_in_the_vitreous_humor
HP:0007842,HP_0007842
HP:0007843,Attenuation_of_retinal_blood_vessels
HP:0007844,HP_0007844
HP:0007845,HP_0007845
HP:0007846,HP_0007846
HP:0007847,HP_0007847
HP:0007848,HP_0007848
HP:0007849,HP_0007849
HP:0007850,Retinal_vascular_proliferation
